IdDocumento,entrada,introduccion,planteamiento,objetivos,marco_teorico,desarrollo,resultado,conclusiones,referencias,Secciones presentes,diagnostivo
114,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,1,1,1,1,0,7,incompleto
115,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,1,0,1,1,0,6,incompleto
116,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,1,1,0,1,0,6,incompleto
117,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,1,1,0,1,7,incompleto
118,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,1,1,1,1,8,correcto
119,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,1,1,1,1,8,correcto
120,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,1,1,1,1,8,correcto
121,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,0,1,1,1,0,1,1,6,incompleto
122,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,1,0,1,1,7,incompleto
123,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,0,1,1,0,0,1,1,5,incompleto
124,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,0,1,1,1,1,7,incompleto
125,PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,0,1,1,0,1,1,1,0,5,incompleto
126,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,0,1,1,1,1,1,7,incompleto
127,PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,0,1,1,1,0,1,1,1,6,incompleto
128,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,0,1,1,1,7,incompleto
129,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,0,1,1,1,7,incompleto
130,PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,0,1,1,0,0,0,0,1,3,deficiente
131,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,0,1,1,1,0,6,incompleto
132,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto.,1,1,1,1,1,0,0,0,5,incompleto
133,PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,0,1,0,1,1,1,1,1,6,incompleto
134,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,0,0,0,1,0,4,deficiente
135,PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto.,0,1,1,0,1,0,0,0,3,deficiente
136,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,0,1,0,0,1,5,incompleto
137,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,0,1,1,1,1,7,incompleto
138,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,1,0,0,1,6,incompleto
139,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis.,1,0,1,1,0,1,0,0,4,deficiente
140,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,0,1,1,0,0,1,0,4,deficiente
141,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,0,0,1,0,1,5,incompleto
142,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,0,1,1,1,1,7,incompleto
143,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis.,1,1,1,1,1,1,0,0,6,incompleto
144,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,1,1,0,1,0,6,incompleto
145,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,0,0,0,1,5,incompleto
146,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,0,1,0,1,6,incompleto
147,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,1,1,1,1,0,7,incompleto
148,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,1,0,1,1,7,incompleto
149,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,0,1,0,1,0,5,incompleto
150,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,0,0,0,1,0,4,deficiente
151,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,1,1,1,1,0,7,incompleto
152,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio.,1,1,0,1,0,0,0,0,3,deficiente
153,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,0,1,0,1,6,incompleto
154,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis.,1,1,1,1,0,1,0,0,5,incompleto
155,PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,0,1,1,1,0,0,1,1,5,incompleto
156,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,1,1,1,1,0,7,incompleto
157,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,0,1,0,1,6,incompleto
158,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,0,0,1,1,6,incompleto
159,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,1,1,1,1,8,correcto
160,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,0,0,1,1,6,incompleto
161,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,1,1,1,1,8,correcto
162,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto.,1,1,1,1,1,0,0,0,5,incompleto
163,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,0,0,1,0,1,1,1,5,incompleto
164,PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,0,1,0,1,0,1,1,0,4,deficiente
165,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,1,0,1,1,0,6,incompleto
166,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,0,0,0,1,0,4,deficiente
167,PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | RESULTADO: Se muestran los resultados obtenidos y su anÃ¡lisis. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,0,1,1,1,1,1,1,1,7,incompleto
168,PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,0,1,1,0,1,0,1,1,5,incompleto
169,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,1,1,0,1,0,6,incompleto
170,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,0,1,1,1,0,1,1,6,incompleto
171,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | DESARROLLO: Se detalla la metodologÃ­a y la implementaciÃ³n del proyecto. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo. | REFERENCIAS: Se listan las fuentes y bibliografÃ­a consultada.,1,1,1,1,1,0,1,1,7,incompleto
172,INTRODUCCION: En este documento se presenta el contexto y la motivaciÃ³n del proyecto. | PLANTEAMIENTO DEL PROBLEMA: Se plantea el problema central que aborda el proyecto. | OBJETIVOS: El objetivo general es implementar el sistema descrito. | MARCO TEORICO: Se revisan conceptos y teorÃ­as relevantes para el estudio. | CONCLUSIONES: Se discuten las conclusiones y aportes del trabajo.,1,1,1,1,0,0,1,0,5,incompleto
